Wall time,Step,Value
1715620410.6522117,4,0.00019999973301310092
1715620463.252248,14,0.00019999631331302226
1715620469.083416,15,0.0001999956148210913
1715620483.721617,18,0.00019999398500658572
1715620489.5418649,19,0.00019999311189167202
1715620524.689799,26,0.00019998765492346138
1715620530.509246,27,0.00019998641801066697
1715620600.6299198,40,0.00019996859191451222
1715620635.7871516,47,0.00019995782349724323
1715620641.614467,48,0.00019995556795038283
1715620647.4422166,49,0.00019995325419586152
1715620673.7935467,54,0.00019994315516669303
1715620714.7735322,62,0.00019992602756246924
1715620720.600884,63,0.00019992304441984743
1715620735.289936,66,0.00019991662702523172
1715620741.107076,67,0.00019991345470771194
1715620758.5906231,70,0.00019990361761301756
1715620761.6450858,71,0.00019990331202279776
1715620793.7786527,77,0.00019988535495940596
1715620820.1276886,82,0.0001998698280658573
1715620858.0589654,89,0.00019984488608315587
1715620910.658829,99,0.00019980793877039105
1715620931.1210966,103,0.00019979296484962106
1715620951.5917253,107,0.00019977742340415716
1715621024.690183,121,0.00019971597066614777
1715621047.9845562,125,0.00019969236745964736
1715621051.005586,126,0.0001996918290387839
1715621062.6617613,128,0.000199679663637653
1715621074.3018274,130,0.00019966726540587842
1715621103.5818815,136,0.0001996405771933496
1715621147.365733,144,0.00019959299243055284
1715621156.1853917,146,0.00019958541088271886
1715621162.0148442,147,0.0001995783968595788
1715621179.4912338,150,0.00019955699099227786
1715621214.6158361,157,0.00019951880676671863
1715621232.0936944,160,0.00019949597481172532
1715621240.9293568,162,0.0001994875492528081
1715621252.593459,164,0.00019947189139202237
1715621287.7558649,171,0.00019943028746638447
1715621293.579122,172,0.00019942206563428044
1715621319.8855984,177,0.00019938785408157855
1715621357.8579724,184,0.00019933510338887572
1715621363.67931,185,0.00019932624127250165
1715621392.9831412,191,0.00019928852270822972
1715621398.809453,192,0.00019927935500163585
1715621457.1772172,203,0.00019919240730814636
1715621468.8381164,205,0.00019917280587833375
1715621509.819818,213,0.00019911077106371522
1715621521.4620986,215,0.00019909022375941277
1715621568.3158727,224,0.00019901451014447957
1715621594.654947,229,0.00019897003949154168
1715621673.6083624,244,0.00019883076311089098
1715621679.4358025,245,0.0001988190197153017
1715621746.6744354,258,0.00019869511015713215
1715621752.4991379,259,0.00019868271192535758
1715621758.3270028,260,0.0001986702554859221
1715621813.9847815,271,0.000198565045138821
1715621831.4578993,274,0.0001985259004868567
1715621851.9646237,278,0.00019848502415698022
1715621872.437874,282,0.00019844360940624028
1715621889.9032738,285,0.00019840284949168563
1715621904.5596535,288,0.0001983741531148553
1715621916.2074516,290,0.0001983464608201757
1715621942.5102618,295,0.00019828909717034549
1715621951.3545501,297,0.00019827364303637296
1715621957.1831563,298,0.00019825941126327962
1715622009.7957983,308,0.00019814078405033797
1715622030.268916,312,0.00019809496006928384
1715622050.7682548,316,0.00019804858311545104
1715622062.4279351,318,0.00019801828602794558
1715622068.258961,319,0.00019800303562078625
1715622082.9409008,322,0.00019797099230345339
1715622161.9302077,337,0.0001977778010768816
1715622205.713681,345,0.00019766221521422267
1715622208.721982,346,0.00019766073091886938
1715622273.0110173,358,0.00019748964405152947
1715622305.1802857,364,0.0001974018814507872
1715622311.0125709,365,0.0001973844482563436
1715622314.0270362,366,0.00019738289120141417
1715622378.2590299,378,0.000197202229173854
1715622419.2559288,386,0.00019708967010956258
1715622442.5453067,390,0.00019701564451679587
1715622451.3918557,392,0.00019699531549122185
1715622477.7169943,397,0.00019691842317115515
1715622504.033869,402,0.0001968405704246834
1715622515.6808577,404,0.0001968021533684805
1715622574.142279,415,0.00019662290287669748
1715622603.470236,421,0.00019653969502542168
1715622609.2976537,422,0.000196519642486237
1715622682.3989851,436,0.00019628969312179834
1715622688.2274995,437,0.00019626894209068269
1715622699.8856537,439,0.00019622726540546864
1715622726.1783967,444,0.00019614133634604514
1715622735.0011194,446,0.00019611827156040817
1715622767.116265,452,0.0001960096851689741
1715622787.5903487,456,0.00019594306650105864
1715622813.9186616,461,0.0001958540378836915
1715622837.205758,465,0.00019576605700422078
1715622851.867843,468,0.00019571972370613366
1715622863.5243518,470,0.00019567515118978918
1715622884.0112586,474,0.0001956058549694717
1715622889.8366542,475,0.00019558331405278295
1715622916.1824548,480,0.00019549053104128689
1715622919.1832926,481,0.00019548847922123969
1715622951.301028,487,0.00019537167099770159
1715622989.2718294,494,0.00019523000810295343
1715623074.0238833,510,0.00019491410057526082
1715623082.869611,512,0.00019488770340103656
1715623088.686607,513,0.00019486344535835087
1715623094.5126023,514,0.00019483911455608904
1715623109.1446276,517,0.0001947880955412984
1715623120.790172,519,0.0001947390555869788
1715623193.8815036,533,0.00019445849466137588
1715623199.7038639,534,0.0001944332616403699
1715623208.5297725,536,0.00019440568576101214
1715623220.182642,538,0.0001943549286806956
1715623231.8209255,540,0.00019430395332165062
1715623252.3174524,544,0.00019422474724706262
1715623261.150332,546,0.0001941966766025871
1715623284.4400175,550,0.00019409311062190682
1715623293.2782564,552,0.0001940647343872115
1715623313.763427,556,0.0001939839421538636
1715623345.9027507,562,0.00019384970073588192
1715623357.5597079,564,0.00019379655714146793
1715623378.0797067,568,0.00019371401867829263
1715623463.0404322,584,0.00019335356773808599
1715623468.8789558,585,0.00019332600641064346
1715623483.5372312,588,0.00019326823530718684
1715623495.196167,590,0.00019321273430250585
1715623515.5984824,594,0.00019312654330860823
1715623524.3217728,596,0.00019309601339045912
1715623588.5166671,608,0.00019280773994978517
1715623614.815249,613,0.00019269032054580748
1715623620.634062,614,0.00019266147864982486
1715623661.6024601,622,0.00019248199532739818
1715623667.42657,623,0.00019245274597778916
1715623693.7468395,628,0.00019233259081374854
1715623699.5687165,629,0.0001923030795296654
1715623720.0580716,633,0.00019221153343096375
1715623740.5700462,637,0.00019211946346331388
1715623772.721638,643,0.00019196666835341603
1715623778.5447748,644,0.0001919364876812324
1715623804.8816838,649,0.00019181247625965625
1715623813.6826365,651,0.00019177926878910512
1715623851.6416504,658,0.0001915925822686404
1715623863.2832167,660,0.0001915308239404112
1715623898.4814494,667,0.0001913698943099007
1715623942.275571,675,0.00019114727911073714
1715623945.2757375,676,0.0001911444414872676
1715623989.0521588,684,0.00019091909052804112
1715624030.018169,692,0.00019072047143708915
1715624041.6875408,694,0.00019065574451815337
1715624126.4453907,710,0.00019022093329112977
1715624182.026691,721,0.0001899452181532979
1715624193.6822422,723,0.00018987798830494285
1715624205.3383143,725,0.0001898105547297746
1715624208.3691149,726,0.00018980751337949187
1715624220.0130126,728,0.0001897398615255952
1715624225.8360074,729,0.0001897059555631131
1715624234.6675725,731,0.00018966893549077213
1715624240.4910376,732,0.0001896349131129682
1715624246.3246093,733,0.0001896008470794186
1715624272.626435,738,0.00018946094496641308
1715624304.7793858,744,0.00018928559438791126
1715624410.0074072,764,0.00018871280190069228
1715624451.0318394,772,0.00018849277694243938
1715624468.489685,775,0.00018838525284081697
1715624471.4815316,776,0.00018838202231563628
1715624483.1286669,778,0.000188310063094832
1715624494.7860074,780,0.00018823790014721453
1715624503.6098332,782,0.00018819847900886089
1715624535.7387116,788,0.00018801359692588449
1715624620.5190678,804,0.0001875252928584814
1715624626.3417242,805,0.00018748812726698816
1715624635.1613815,807,0.00018744755652733147
1715624652.636136,810,0.0001873355795396492
1715624693.5630326,818,0.00018710343283601105
1715624699.3852043,819,0.00018706568516790867
1715624746.1697419,828,0.00018679315689951181
1715624766.6259334,832,0.0001866750535555184
1715624810.4023733,840,0.00018640223424881697
1715624825.0619435,843,0.00018632132560014725
1715624836.7141912,845,0.0001862436911324039
1715624898.0941691,857,0.00018588118837215006
1715624924.400564,862,0.00018571988039184362
1715624944.8871267,866,0.00018559744057711214
1715624971.195959,871,0.00018543463374953717
1715625041.3082225,884,0.0001849853142630309
1715625050.14719,886,0.00018494116375222802
1715625082.2570345,892,0.00018473425006959587
1715625099.7498636,895,0.00018461167928762734
1715625108.6009033,897,0.00018456704856362194
1715625129.0968223,901,0.0001844401704147458
1715625134.9237049,902,0.00018439900304656476
1715625167.067743,908,0.00018418871331959963
1715625272.2143185,928,0.0001835041184676811
1715625283.8682609,930,0.0001834195281844586
1715625292.7009652,932,0.00018337334040552378
1715625345.3278155,942,0.00018302485113963485
1715625383.2834778,949,0.00018276328046340495
1715625415.4283075,955,0.00018254327005706728
1715625456.389809,963,0.00018227445252705365
1715625541.1186998,979,0.00018169096438214183
1715625555.7650282,982,0.0001815982977859676
1715625576.250843,986,0.00018146089860238135
1715625608.3842263,992,0.0001812335685826838
1715625620.0356064,994,0.00018114391423296183
1715625646.3521786,999,0.00018095996347256005
1715625660.9912858,1002,0.000180865652509965
1715625672.640178,1004,0.00018077519780490547
1715625731.0647073,1015,0.0001803576305974275
1715625766.186264,1022,0.0001801202306523919
1715625786.6873496,1026,0.00017997801478486508
1715625798.3466964,1028,0.00017988572653848678
1715625839.2833428,1036,0.00017959937395062298
1715625845.1089857,1037,0.00017955286602955312
1715625944.549057,1056,0.000178832677192986
1715625967.8489559,1060,0.0001786433276720345
1715626020.4549618,1070,0.00017825378745328635
1715626023.4412475,1071,0.00017824948008637875
1715626035.0936596,1073,0.00017815375758800656
1715626055.5424523,1077,0.00017800551722757518
1715626102.327225,1086,0.00017765934171620756
1715626166.5862627,1098,0.00017716448928695172
1715626187.0876439,1102,0.0001770133530953899
1715626198.7378352,1104,0.00017691528773866594
1715626213.3911595,1107,0.0001768126239767298
1715626225.0444398,1109,0.00017671419482212514
1715626233.8679774,1111,0.00017666048370301723
1715626286.504061,1121,0.00017625563486944884
1715626292.3203912,1122,0.00017620592552702874
1715626309.784725,1125,0.00017605656466912478
1715626312.7974083,1126,0.00017605208267923445
1715626330.2865405,1129,0.00017590229981578887
1715626344.9287872,1132,0.00017579770064912736
1715626356.581246,1134,0.00017569743795320392
1715626382.890046,1139,0.00017549183394294232
1715626418.0829604,1146,0.00017523037968203425
1715626444.3595233,1151,0.00017502308764960617
1715626450.1832159,1152,0.00017497230146545917
1715626514.4402823,1164,0.0001744527107803151
1715626567.0344872,1174,0.0001740318984957412
1715626575.8737698,1176,0.00017397561168763787
1715626581.7027984,1177,0.0001739239232847467
1715626619.666693,1184,0.0001736081758281216
1715626646.0002773,1189,0.00017339522310066968
1715626666.4511676,1193,0.00017323385691270232
1715626672.2744021,1194,0.00017318154277745634
1715626733.7506273,1206,0.00017269457748625427
1715626777.5160842,1214,0.0001723196473903954
1715626797.987272,1218,0.00017215555999428034
1715626824.305752,1223,0.00017193776147905737
1715626835.9739196,1225,0.00017183099407702684
1715626856.4391563,1229,0.00017166571342386305
1715626935.3507097,1244,0.00017100543482229114
1715626944.178023,1246,0.0001709464704617858
1715626970.487363,1251,0.00017072478658519685
1715626976.310677,1252,0.0001706704788375646
1715626987.9630063,1254,0.000170561732375063
1715627002.6150374,1257,0.00017044792184606194
1715627023.1337798,1261,0.0001702793233562261
1715627055.2443337,1267,0.000170000726939179
1715627075.7027924,1271,0.0001698310807114467
1715627102.0093617,1276,0.0001696059334790334
1715627134.140468,1282,0.00016932477592490613
1715627151.618176,1285,0.00016915856394916773
1715627177.9030995,1290,0.00016893137944862247
1715627192.5490549,1293,0.00016881502233445644
1715627218.829913,1298,0.00016858680464792997
1715627224.6617777,1299,0.00016853089618962258
1715627239.3136907,1302,0.0001684139424469322
1715627259.7558725,1306,0.00016824068734422326
1715627309.373625,1315,0.00016778528515715152
1715627344.5036101,1322,0.0001674923114478588
1715627361.9785388,1325,0.0001673221413511783
1715627364.984499,1326,0.00016731703362893313
1715627414.5687985,1335,0.0001668563490966335
1715627467.1867313,1345,0.00016638792294543236
1715627481.827727,1348,0.00016626782598905265
1715627513.941497,1354,0.00016597460489720106
1715627546.0748954,1360,0.0001656803797231987
1715627566.5422177,1364,0.00016550127475056797
1715627624.946342,1375,0.00016496700118295848
1715627627.9729943,1376,0.00016496174794156104
1715627651.2664092,1380,0.00016472792776767164
1715627680.5939488,1386,0.00016448293172288686
1715627703.8844132,1390,0.00016424786008428782
1715627718.5340338,1393,0.00016412479453720152
1715627844.1853356,1417,0.00016297165711876005
1715627943.5495434,1436,0.00016205105930566788
1715627955.1872518,1438,0.00016193055489566177
1715627961.0060604,1439,0.0001618702372070402
1715627966.8322933,1440,0.00016180989041458815
1715628013.6303933,1449,0.0001613755594007671
1715628054.5846472,1457,0.0001610002072993666
1715628060.4139733,1458,0.00016093935118988156
1715628072.086443,1460,0.00016081750800367445
1715628075.0952363,1461,0.00016081202193163335
1715628145.200639,1474,0.0001601282856427133
1715628154.0068798,1476,0.0001600613904884085
1715628212.446001,1487,0.00015949629596434534
1715628229.934926,1490,0.0001593109918758273
1715628250.3874397,1494,0.00015911977970972657
1715628270.8547122,1498,0.0001589282474014908
1715628291.365626,1502,0.0001587363803992048
1715628329.2856097,1509,0.00015835727390367538
1715628335.103264,1510,0.0001582949043950066
1715628338.1003623,1511,0.00015828928735572845
1715628349.7456532,1513,0.00015816443192306906
1715628364.4085999,1516,0.00015803381393197924
1715628428.7075806,1528,0.00015739545051474124
1715628460.8382754,1534,0.0001570749591337517
1715628475.477655,1537,0.00015694310422986746
1715628481.3042464,1538,0.00015687996346969157
1715628533.9103317,1548,0.00015636223542969674
1715628548.5574656,1551,0.00015622959472239017
1715628606.9713805,1562,0.00015564529167022556
1715628624.4511085,1565,0.00015545374481007457
1715628639.0971248,1568,0.0001553201291244477
1715628665.3749702,1573,0.00015505822375416756
1715628680.0472455,1576,0.00015492418606299907
1715628729.655111,1585,0.00015440401330124587
1715628785.2463834,1596,0.0001538701035315171
1715628811.562173,1601,0.00015360524412244558
1715628823.20774,1603,0.00015347552835009992
1715628948.822183,1627,0.0001522076054243371
1715628992.6158917,1635,0.00015174249710980803
1715629001.45689,1637,0.00015167085803113878
1715629018.9371088,1640,0.00015147350495681167
1715629048.3914673,1646,0.0001511980517534539
1715629054.2150126,1647,0.0001511320733698085
1715629092.1393478,1654,0.000150729640154168
1715629133.106554,1662,0.00015032013470772654
1715629153.5633638,1666,0.00015011495270300657
1715629176.8453271,1670,0.0001498489291407168
1715629197.3145964,1674,0.00014964309229981154
1715629211.9573035,1677,0.00014950372860766947
1715629223.6234167,1679,0.00014937022933736444
1715629255.7408667,1685,0.00014902997645549476
1715629302.5265284,1694,0.0001485487155150622
1715629343.447742,1702,0.00014813331654295325
1715629355.1072125,1704,0.00014799865311942995
1715629369.771141,1707,0.00014785780513193458
1715629381.4094186,1709,0.0001477228943258524
1715629387.2345474,1710,0.00014765540254302323
1715629390.239107,1711,0.000147649334394373
1715629428.2041194,1718,0.00014723768981639296
1715629448.6532707,1722,0.00014702843327540904
1715629454.4686356,1723,0.0001469606504542753
1715629492.3767233,1730,0.00014654728875029832
1715629533.2866,1738,0.00014612676750402898
1715629539.1040246,1739,0.00014605863543692976
1715629559.574451,1743,0.00014584789460059255
1715629571.2318113,1745,0.00014571136853192002
1715629618.0642784,1754,0.000145220328704454
1715629676.4892354,1765,0.00014459050726145506
1715629729.1042802,1775,0.00014402743545360863
1715629737.9244015,1777,0.00014395227481145412
1715629775.8370543,1784,0.0001435317681171
1715629781.655048,1785,0.0001434626174159348
1715629802.1112125,1789,0.00014324882067739964
1715629816.777275,1792,0.00014310407277662307
1715629837.2642722,1796,0.00014288985403254628
1715629860.5619805,1800,0.00014261220348998904
1715629960.0392659,1819,0.0001415422884747386
1715629980.53455,1823,0.00014132635260466486
1715630018.4509637,1830,0.0001409000833518803
1715630047.7714455,1836,0.00014060697867535055
1715630059.443,1838,0.0001404665963491425
1715630106.2080019,1847,0.00013996183406561613
1715630126.688478,1851,0.00013974422472529113
1715630176.2716136,1860,0.0001391734549542889
1715630202.589747,1865,0.00013888430839870125
1715630205.5852451,1866,0.00013887794921174645
1715630211.4060392,1867,0.0001388071832479909
1715630296.0741932,1883,0.00013786612544208765
1715630322.3724384,1888,0.00013757527631241828
1715630360.3275294,1895,0.00013714152737520635
1715630380.8150551,1899,0.0001369211240671575
1715630395.4632971,1902,0.0001367719378322363
1715630427.5712764,1908,0.00013640821271110326
1715630433.3945773,1909,0.00013633669004775584
1715630439.2173078,1910,0.00013626515283249319
1715630453.8622065,1913,0.00013611554459203035
1715630480.1489804,1918,0.00013582252722699195
1715630512.2642233,1924,0.00013545736146625131
1715630518.0922768,1925,0.00013538556231651455
1715630570.6701353,1935,0.00013479741755872965
1715630573.6878722,1936,0.0001347909274045378
1715630596.980938,1940,0.0001345028285868466
1715630599.9874785,1941,0.00013449633843265474
1715630623.2909977,1945,0.00013420790492091328
1715630632.1218212,1947,0.00013412923726718873
1715630664.25323,1953,0.00013376162678468972
1715630678.8915682,1956,0.00013361051969695836
1715630702.1890588,1960,0.0001333211112068966
1715630705.199265,1961,0.0001333145919488743
1715630716.8512511,1963,0.00013316975673660636
1715630722.6717062,1964,0.00013309731730259955
1715630731.52509,1966,0.00013301832950673997
1715630789.9222562,1977,0.0001323521719314158
1715630801.5731814,1979,0.00013220682740211487
1715630842.4884162,1987,0.00013175724598113447
1715630848.3157248,1988,0.00013168442819733173
1715630862.9825535,1991,0.00013153217150829732
1715631047.0811934,2026,0.00012943860201630741
1715631099.656972,2036,0.0001288377825403586
1715631158.065673,2047,0.00012816215166822076
1715631196.016387,2054,0.00012771318142767996
1715631201.8513708,2055,0.0001276393886655569
1715631263.223477,2067,0.00012695466284640133
1715631280.6957073,2070,0.0001267327752429992
1715631327.480196,2079,0.00012620115012396127
1715631380.0547862,2089,0.0001255945098819211
1715631421.01572,2097,0.00012513551337178797
1715631426.8436658,2098,0.0001250611967407167
1715631438.4852717,2100,0.00012491250527091324
1715631453.139667,2103,0.00012475706171244383
1715631485.268409,2109,0.00012437821715138853
1715631511.5609055,2114,0.0001240735437022522
1715631517.3822374,2115,0.00012399900879245251
1715631537.8667068,2119,0.000123768622870557
1715631543.6912842,2120,0.00012369404430501163
1715631578.7960916,2127,0.00012330745812505484
1715631625.5581355,2136,0.0001227710017701611
1715631643.0471725,2139,0.00012254665489308536
1715631695.6490872,2149,0.00012193432485219091
1715631748.2459946,2159,0.00012132113624829799
1715631800.8443823,2169,0.00012070709635736421
1715631894.3658085,2187,0.00011962720600422472
1715631932.3453548,2194,0.00011916850053239614
1715631967.5117052,2201,0.00011877800716320053
1715631979.1477563,2203,0.00011862716200994328
1715632011.2739842,2209,0.0001182430496555753
1715632020.0980823,2211,0.00011816075857495889
1715632037.5687377,2214,0.00011793420708272606
1715632043.3858235,2215,0.00011785866809077561
1715632072.6743882,2221,0.00011754279694287106
1715632095.9726598,2225,0.00011724036448867992
1715632151.5355031,2236,0.00011661456665024161
1715632169.0090928,2239,0.00011638738942565396
1715632195.3236325,2244,0.00011607752821873873
1715632262.579066,2257,0.00011529878247529268
1715632388.2374222,2281,0.0001138213774538599
1715632490.423065,2300,0.00011258314771112055
1715632516.7061968,2305,0.00011227156210225075
1715632519.7328115,2306,0.0001122647081501782
1715632572.3156164,2316,0.0001116411731345579
1715632589.7782989,2319,0.0001114123806473799
1715632616.076631,2324,0.00011110035848105326
1715632657.0080636,2332,0.0001106286799767986
1715632674.4765296,2335,0.00011039962555514649
1715632709.5900471,2342,0.00011000400263583288
1715632730.0568156,2346,0.00010976792691508308
1715632762.1640484,2352,0.00010937892511719838
1715632800.1062274,2359,0.00010891332203755155
1715632873.1505816,2373,0.00010805117199197412
1715632931.5707028,2384,0.0001073484672815539
1715632957.854821,2389,0.00010703526641009375
1715632978.315827,2393,0.0001067985940608196
1715632984.1441674,2394,0.00010672199277905747
1715632998.8033,2397,0.00010656189260771498
1715633004.6288378,2398,0.00010648527677403763
1715633162.4613972,2428,0.00010460414341650903
1715633177.0914736,2431,0.00010444384679431096
1715633200.4032857,2435,0.00010413702693767846
1715633203.396572,2436,0.00010413012932986021
1715633229.6813881,2441,0.00010381636820966378
1715633235.5124984,2442,0.00010373964323662221
1715633299.7809286,2454,0.00010295852553099394
1715633340.6761005,2462,0.00010248423495795578
1715633352.3291595,2464,0.00010233073408016935
1715633358.1518264,2465,0.00010225398000329733
1715633463.298544,2485,0.00010099813516717404
1715633504.218826,2493,0.00010052369179902598
1715633530.5218296,2498,0.00010020969057222828
1715633542.177987,2500,0.00010005613876273856
1715633556.8033607,2503,9.989568934543058e-05
1715633568.4488435,2505,9.974213753594086e-05
1715633571.4623117,2506,9.9735232652165e-05
1715633609.3845356,2513,9.926768689183518e-05
1715633629.8277516,2517,9.903046884573996e-05
1715633635.6544843,2518,9.895370021695271e-05
1715633641.4772418,2519,9.887693158816546e-05
1715633650.320926,2521,9.879325807560235e-05
1715633661.9720657,2523,9.863972081802785e-05
1715633688.2821076,2528,9.832576324697584e-05
1715633699.928061,2530,9.817224054131657e-05
1715633740.8400726,2538,9.769788448465988e-05
1715633883.9816518,2565,9.597524331184104e-05
1715633886.9510157,2566,9.596833842806518e-05
1715633898.6164978,2568,9.581492486177012e-05
1715633945.3756876,2577,9.526425856165588e-05
1715633951.1998737,2578,9.518756996840239e-05
1715633989.1514697,2585,9.472063538851216e-05
1715634003.804316,2588,9.456041152589023e-05
1715634009.6259027,2589,9.448375931242481e-05
1715634024.2506366,2592,9.432355727767572e-05
1715634062.1910956,2599,9.385684097651392e-05
1715634071.0340002,2601,9.377332025906071e-05
1715634097.3267462,2606,9.345997386844829e-05
1715634161.554025,2618,9.268033318221569e-05
1715634167.3798172,2619,9.260376828024164e-05
1715634208.3133206,2627,9.213071461999789e-05
1715634214.1345546,2628,9.205418609781191e-05
1715634252.0566416,2635,9.158822649624199e-05
1715634266.7173352,2638,9.142835187958553e-05
1715634272.5426402,2639,9.135186701314524e-05
1715634278.3737724,2640,9.127538942266256e-05
1715634293.017466,2643,9.11155657377094e-05
1715634392.3792405,2662,8.994169911602512e-05
1715634436.1303263,2670,8.940032421378419e-05
1715634439.1197844,2671,8.939344843383878e-05
1715634456.5923777,2674,8.916447404772043e-05
1715634491.716449,2681,8.876924403011799e-05
1715634509.1920323,2684,8.854042243910953e-05
1715634518.0256758,2686,8.84573018993251e-05
1715634535.5016809,2689,8.822856761980802e-05
1715634555.9713678,2693,8.799303759587929e-05
1715634602.7222693,2702,8.744601655052975e-05
1715634634.8308544,2708,8.705846266821027e-05
1715634655.3043838,2712,8.682328189024702e-05
1715634661.1276512,2713,8.674718264956027e-05
1715634681.613269,2717,8.651210373500362e-05
1715634687.4415922,2718,8.643604087410495e-05
1715634693.2655604,2719,8.63599925651215e-05
1715634719.553984,2724,8.60490181366913e-05
1715634745.8867183,2729,8.573817467549816e-05
1715634751.7126958,2730,8.566219912609085e-05
1715634772.182973,2734,8.542748400941491e-05
1715634798.4749625,2739,8.511693158652633e-05
1715634804.3044388,2740,8.504102152073756e-05
1715634807.3109913,2741,8.503419667249545e-05
1715634824.7961533,2744,8.480652468279004e-05
1715634871.558004,2753,8.426197746302933e-05
1715634877.384762,2754,8.418617653660476e-05
1715634883.2077425,2755,8.411038288613781e-05
1715634909.5175197,2760,8.38004780234769e-05
1715634935.8140488,2765,8.34907332318835e-05
1715634950.4729314,2768,8.333251753356308e-05
1715634965.159198,2771,8.317433821503073e-05
1715634976.8196378,2773,8.302302012452856e-05
1715634988.4747229,2775,8.287173841381446e-05
1715635003.1207628,2778,8.271369006251916e-05
1715635041.0524077,2785,8.225342025980353e-05
1715635102.4418066,2797,8.155356044881046e-05
1715635114.0905936,2799,8.140269346768036e-05
1715635181.3397038,2812,8.06286625447683e-05
1715635187.167153,2813,8.05533563834615e-05
1715635245.6630867,2824,7.986260607140139e-05
1715635298.3221846,2834,7.92479477240704e-05
1715635307.1542811,2836,7.916610775282606e-05
1715635318.798406,2838,7.9015975643415e-05
1715635350.9397578,2844,7.863411155994982e-05
